Target,Source,n,Weight
66freedom66,glenda35197340,4,4
66freedom66,glocke_pit,1,1
66freedom66,gmbhprobleme,3,3
66freedom66,gomander2,1,1
66freedom66,gracias0815,4,4
66freedom66,grave90473,1,1
66freedom66,greatenchantres,1,1
66freedom66,grexx1220grexx,1,1
66freedom66,gtzvonberlichi1,1,1
66freedom66,guenterb_,1,1
66freedom66,guten_hunger,2,2
66freedom66,h_ruppi_1,5,5
66freedom66,haasi0011,1,1
66freedom66,habdieschnauze1,2,2
66freedom66,hackenstad,2,2
66freedom66,hadi_riedel,1,1
66freedom66,halegga1,7,7
66freedom66,halmakkenreuthe,1,1
66freedom66,hamaro777,1,1
66freedom66,hamburgonline,1,1
66freedom66,hana_brecht,1,1
66freedom66,handlestattrede,2,2
66freedom66,hannahmeier11,1,1
66freedom66,hannesk1986,2,2
66freedom66,hansalbers100,1,1
66freedom66,hansdeutsch2,1,1
66freedom66,harabarrabas,3,3
66freedom66,harald2805,2,2
66freedom66,harald70199,4,4
66freedom66,harriehirsch,1,1
66freedom66,harryschloemer,1,1
66freedom66,hartmut73,5,5
66freedom66,hase_josef,1,1
66freedom66,hattelsusanne,2,2
66freedom66,hdiesterweg,1,1
66freedom66,hec_tom_al,1,1
66freedom66,heike_schultz,1,1
66freedom66,hel16818132,3,3
66freedom66,helldog68,2,2
66freedom66,hellegatt,1,1
66freedom66,henkrapido,1,1
66freedom66,henkvanveen6,1,1
66freedom66,henrikx,1,1
66freedom66,herbert_mentzer,2,2
66freedom66,hermann3004,1,1
66freedom66,herr_simpel,1,1
66freedom66,herrwaff,8,8
66freedom66,herzog_helga,1,1
66freedom66,hesti5759,2,2
66freedom66,hevellia64,1,1
66freedom66,hexxxer76,4,4
66freedom66,hohenelber,1,1
66freedom66,holdtwerner,1,1
66freedom66,holger_lucius,1,1
66freedom66,hopl9495,1,1
66freedom66,hotnakedlove,6,6
66freedom66,houstenmcc,1,1
66freedom66,hrdronline,2,2
66freedom66,hrdy04,2,2
66freedom66,hsaulich3,5,5
66freedom66,hsvfreak933,1,1
66freedom66,huba___huba,1,1
66freedom66,hw15935411,2,2
66freedom66,hwandolf,1,1
66freedom66,hwlae,1,1
66freedom66,hyronimuslotter,1,1
66freedom66,iannis_70,1,1
66freedom66,ibikus31,2,2
66freedom66,ibokallweit,1,1
66freedom66,ibolya_nezo,2,2
66freedom66,ibthueringen,1,1
66freedom66,ich2es,1,1
66freedom66,igel0810,1,1
66freedom66,ikhammer,2,2
66freedom66,immereinfachso,1,1
66freedom66,ines_is_back,1,1
66freedom66,infos_zur_wahl,1,1
66freedom66,insolvenzinengl,1,1
66freedom66,ioandar,2,2
66freedom66,irene97652350,2,2
66freedom66,isidormeyer1,5,5
66freedom66,islam4no,4,4
66freedom66,issn81,1,1
66freedom66,ivicdarko,1,1
66freedom66,ivlisice,1,1
66freedom66,j_b_oo7,1,1
66freedom66,jacfertuten,1,1
66freedom66,jackmarsman,1,1
66freedom66,jahnmichael,1,1
66freedom66,jak_roger,1,1
66freedom66,januwatn,1,1
66freedom66,jawimir,2,2
66freedom66,jayne_wohn,1,1
66freedom66,jeannetteleipz2,1,1
66freedom66,jekra70,5,5
66freedom66,jens_niehof,1,1
66freedom66,jensb45754191,3,3
66freedom66,jenshagen12,4,4
66freedom66,jensus,1,1
66freedom66,jimbeam667,3,3
66freedom66,jimhaley17,1,1
66freedom66,jkalvoda2,3,3
66freedom66,jm_legrand,1,1
66freedom66,joachimpeiper8,2,2
66freedom66,joe_dee01,1,1
66freedom66,joemino,3,3
